InvoiceNo,Date,CustomerID,CustomerType,ProductID,Quantity,MetalCost,TotalWeightGrams,InvoiceValue
INV0005312,2025-02-04,CUST0486,Retail,P015,5,5155.0,56.1,7131.9
INV0003999,2025-02-04,CUST0335,Retail,P013,5,98906.88,1244.55,120876.45
INV0004480,2025-02-04,CUST0020,Retail,P014,4,41736.21,454.2,55253.38
INV0004267,2025-02-05,CUST0077,Retail,P015,1,891.75,8.73,1151.17
INV0003915,2025-02-05,CUST0726,Retail,P023,5,167047.32,1635.35,214944.1
INV0004037,2025-02-05,CUST0290,Retail,P024,4,138259.02,1353.52,186796.72
INV0004702,2025-02-05,CUST0040,Retail,P002,1,5957.92,67.44,7112.98
INV0004109,2025-02-05,CUST0653,Retail,P020,1,136566.43,1336.95,184271.9
INV0004921,2025-02-05,CUST0229,Retail,P023,2,58828.93,575.92,74865.92
INV0005302,2025-02-05,CUST0397,Retail,P001,3,554075.9,6271.8,723812.86
INV0003516,2025-02-05,CUST0431,Retail,P022,3,147834.35,1447.26,189419.29
INV0004971,2025-02-05,CUST0654,Retail,P011,5,45863.79,519.15,54787.74
INV0003390,2025-02-05,CUST0196,Retail,P015,4,6619.17,64.8,8904.24
INV0003974,2025-02-05,CUST0488,Wholesale,P016,38,498399.3,4879.2,604094.78
INV0003343,2025-02-05,CUST0136,Retail,P015,1,1974.52,19.33,2694.72
INV0003056,2025-02-05,CUST0117,Wholesale,P023,32,1354037.89,13255.68,1645580.0
INV0004670,2025-02-06,CUST0073,Retail,P016,4,40816.08,450.72,52891.54
INV0004000,2025-02-06,CUST0290,Retail,P004,2,7780.31,99.34,10106.04
INV0003160,2025-02-06,CUST0791,Wholesale,P007,44,252528.74,3224.32,279617.76
INV0004332,2025-02-06,CUST0800,Retail,P004,4,10159.67,129.72,12932.82
INV0004032,2025-02-06,CUST0555,Retail,P006,3,3176.66,40.56,4022.25
INV0004998,2025-02-06,CUST0504,Wholesale,P008,15,62569.85,798.9,72821.08
INV0003221,2025-02-07,CUST0639,Retail,P012,5,76517.04,946.15,91210.34
INV0003573,2025-02-07,CUST0249,Retail,P019,4,6414.67,68.6,8356.52
INV0004174,2025-02-07,CUST0731,Retail,P013,2,124945.62,1544.98,148898.52
INV0005285,2025-02-07,CUST0170,Retail,P010,5,4148.73,51.3,5111.26
INV0003655,2025-02-07,CUST0597,Retail,P002,4,24064.27,297.56,28778.31
INV0004542,2025-02-07,CUST0163,Retail,P012,4,143162.85,1770.24,180996.79
INV0004509,2025-02-08,CUST0432,Retail,P014,5,58842.73,595.3,74754.53
INV0003622,2025-02-08,CUST0663,Retail,P006,2,2229.53,26.08,2774.41
INV0003218,2025-02-08,CUST0751,Retail,P001,3,1074620.06,12570.42,1374049.29
INV0003339,2025-02-08,CUST0273,Retail,P014,5,56658.24,573.2,72381.37
INV0005370,2025-02-08,CUST0034,Retail,P004,5,11455.39,134.0,14180.12
INV0005452,2025-02-08,CUST0121,Retail,P006,5,6103.84,71.4,7617.24
INV0003917,2025-02-08,CUST0305,Retail,P017,4,26063.58,263.68,34720.88
INV0005447,2025-02-08,CUST0250,Retail,P009,1,1266.93,14.82,1641.14
INV0005135,2025-02-08,CUST0240,Retail,P023,2,59914.21,606.14,82523.19
INV0004659,2025-02-09,CUST0657,Wholesale,P005,16,54448.04,666.08,63048.02
INV0003527,2025-02-09,CUST0199,Retail,P023,2,49800.74,526.9,66671.51
INV0003866,2025-02-09,CUST0611,Wholesale,P009,36,33459.45,409.32,37359.36
INV0005299,2025-02-09,CUST0488,Wholesale,P010,38,31808.23,389.12,36354.46
INV0003101,2025-02-10,CUST0474,Retail,P003,2,16400.12,178.9,19842.14
INV0004552,2025-02-10,CUST0599,Retail,P002,4,29074.69,317.16,35722.38
INV0004416,2025-02-10,CUST0327,Retail,P011,1,11287.57,123.13,14068.26
INV0003628,2025-02-10,CUST0185,Retail,P019,3,1491.36,14.07,1910.43
INV0004860,2025-02-10,CUST0742,Retail,P020,1,246721.01,2327.65,297620.55
INV0004632,2025-02-10,CUST0594,Retail,P008,2,11242.65,122.64,13504.93
INV0003180,2025-02-10,CUST0321,Retail,P016,2,19007.16,179.32,25306.69
INV0004927,2025-02-11,CUST0368,Retail,P010,5,3923.38,47.6,4892.21
INV0004822,2025-02-11,CUST0692,Retail,P007,3,32501.43,394.32,42030.45
INV0004133,2025-02-11,CUST0090,Retail,P015,1,764.33,8.02,1043.11
INV0005061,2025-02-11,CUST0792,Retail,P022,2,121817.88,1278.22,157327.64
INV0004750,2025-02-11,CUST0351,Wholesale,P018,22,21134.34,221.76,23709.92
INV0005209,2025-02-11,CUST0109,Retail,P019,5,7238.24,75.95,10032.58
INV0004657,2025-02-11,CUST0214,Wholesale,P019,21,34323.29,360.15,41722.3
INV0004801,2025-02-11,CUST0756,Wholesale,P003,27,214288.39,2599.83,238863.84
INV0003877,2025-02-12,CUST0042,Retail,P004,2,3179.59,36.76,3884.75
INV0004799,2025-02-12,CUST0529,Retail,P003,1,7000.99,80.94,9018.2
INV0003366,2025-02-12,CUST0071,Retail,P015,4,4168.46,41.68,5693.05
INV0004972,2025-02-12,CUST0118,Wholesale,P020,45,11403759.28,114025.05,12934327.03
INV0003649,2025-02-13,CUST0045,Retail,P014,3,28489.26,267.54,37723.29
INV0003385,2025-02-13,CUST0577,Retail,P002,2,15748.42,171.0,18815.58
INV0003977,2025-02-13,CUST0408,Retail,P009,3,1859.42,20.19,2436.92
INV0004464,2025-02-13,CUST0667,Wholesale,P004,9,15077.04,163.71,17394.49
INV0003905,2025-02-13,CUST0558,Retail,P019,3,2584.42,24.27,3450.72
INV0003696,2025-02-13,CUST0599,Retail,P002,1,7772.9,84.4,9594.98
INV0004098,2025-02-13,CUST0322,Retail,P003,3,22136.19,240.36,26177.81
INV0005478,2025-02-14,CUST0091,Retail,P016,3,38739.11,398.1,47288.13
INV0004899,2025-02-14,CUST0111,Retail,P003,4,19925.72,236.76,24442.92
INV0004481,2025-02-14,CUST0378,Wholesale,P004,39,99944.21,1187.55,115958.76
INV0003674,2025-02-15,CUST0302,Retail,P003,1,4735.51,56.3,5779.18
INV0003534,2025-02-15,CUST0747,Retail,P008,4,23245.19,276.36,27364.88
INV0003464,2025-02-15,CUST0236,Retail,P014,1,10176.71,104.64,13436.68
INV0003166,2025-02-15,CUST0711,Wholesale,P011,28,274797.27,3267.04,314637.47
INV0005048,2025-02-15,CUST0023,Retail,P013,4,230012.68,2734.6,265182.72
INV0003892,2025-02-15,CUST0375,Retail,P013,5,193730.96,2303.25,235623.91
INV0004967,2025-02-16,CUST0737,Wholesale,P023,26,1105433.67,11127.22,1339914.05
INV0005038,2025-02-16,CUST0056,Retail,P023,4,147245.19,1482.16,193389.26
INV0005354,2025-02-16,CUST0382,Wholesale,P013,9,1062811.5,12369.78,1218018.63
INV0003650,2025-02-16,CUST0017,Wholesale,P024,32,796794.59,8020.48,944828.05
INV0005314,2025-02-17,CUST0667,Wholesale,P023,31,1288493.42,12398.45,1551359.06
INV0003413,2025-02-17,CUST0050,Retail,P002,5,34055.53,378.9,41798.98
INV0004850,2025-02-17,CUST0669,Retail,P003,1,6180.15,68.76,7896.31
INV0003133,2025-02-17,CUST0665,Wholesale,P022,44,2640062.32,25403.84,3154545.76
INV0004739,2025-02-18,CUST0043,Wholesale,P009,27,23592.97,270.81,26774.13
INV0004844,2025-02-18,CUST0075,Wholesale,P002,14,101209.05,1161.72,117917.06
INV0003130,2025-02-18,CUST0248,Retail,P019,5,2840.66,28.2,3576.99
INV0005466,2025-02-18,CUST0300,Wholesale,P012,24,803357.91,9221.28,933112.13
INV0004192,2025-02-18,CUST0710,Retail,P019,4,6966.66,69.16,9085.97
INV0003723,2025-02-18,CUST0068,Retail,P022,5,194695.78,1932.8,252217.8
INV0003107,2025-02-18,CUST0250,Retail,P017,4,18587.16,184.52,25906.3
INV0004587,2025-02-19,CUST0481,Retail,P009,4,3730.08,40.32,4644.92
INV0004754,2025-02-19,CUST0079,Retail,P012,5,108687.72,1174.85,129381.26
INV0004874,2025-02-20,CUST0638,Retail,P006,3,2587.34,31.47,2969.14
INV0004079,2025-02-20,CUST0696,Retail,P018,2,1384.11,14.56,1883.76
INV0004086,2025-02-20,CUST0101,Retail,P002,5,31686.05,385.4,41538.03
INV0004230,2025-02-21,CUST0070,Retail,P005,4,9345.86,104.84,11954.33
INV0004908,2025-02-21,CUST0323,Retail,P005,3,9087.34,101.94,11966.89
INV0004508,2025-02-21,CUST0007,Retail,P002,3,22643.47,254.01,29220.86
INV0004019,2025-02-21,CUST0302,Retail,P007,5,33928.21,380.6,44141.0
INV0004395,2025-02-21,CUST0722,Retail,P022,4,40800.32,395.84,55069.79
INV0003720,2025-02-22,CUST0528,Retail,P006,2,2207.75,28.02,2505.1
INV0003989,2025-02-22,CUST0577,Retail,P008,1,8598.57,109.13,11262.93
INV0005029,2025-02-22,CUST0526,Retail,P017,1,5565.5,61.09,7482.36
INV0004962,2025-02-22,CUST0079,Retail,P005,5,19378.89,245.95,25052.8
INV0003025,2025-02-22,CUST0010,Retail,P002,3,15016.97,190.59,18443.51
INV0003112,2025-02-22,CUST0342,Retail,P006,2,1002.23,12.72,1232.47
INV0005113,2025-02-23,CUST0029,Retail,P014,5,40121.49,383.1,52425.6
INV0004768,2025-02-23,CUST0189,Wholesale,P003,27,182071.35,2010.15,205459.3
INV0005124,2025-02-23,CUST0337,Retail,P011,3,17034.63,188.07,19692.83
INV0004949,2025-02-23,CUST0522,Retail,P018,5,3225.64,30.8,4321.51
INV0005142,2025-02-23,CUST0180,Retail,P003,1,6995.18,77.23,8865.46
INV0004376,2025-02-23,CUST0457,Retail,P011,3,39821.74,439.65,47593.27
INV0005420,2025-02-23,CUST0758,Retail,P008,4,19839.77,219.04,25821.64
INV0003460,2025-02-23,CUST0570,Retail,P015,1,1193.9,11.4,1512.16
INV0003374,2025-02-24,CUST0584,Wholesale,P015,10,11066.17,105.6,13424.8
INV0005235,2025-02-24,CUST0204,Retail,P012,5,169155.56,1866.4,212421.9
INV0004185,2025-02-24,CUST0295,Retail,P004,4,11981.55,132.2,14404.21
INV0004570,2025-02-24,CUST0582,Wholesale,P019,19,32713.31,312.17,39736.01
INV0003949,2025-02-25,CUST0654,Retail,P004,3,7845.37,96.78,9614.7
INV0003354,2025-02-25,CUST0038,Retail,P012,4,60694.24,748.72,75409.75
INV0004617,2025-02-25,CUST0775,Retail,P018,3,1195.06,12.75,1615.74
INV0003067,2025-02-25,CUST0024,Retail,P001,2,431087.0,5317.86,553393.49
INV0004353,2025-02-25,CUST0726,Retail,P010,5,4770.62,58.85,5902.49
INV0004259,2025-02-25,CUST0264,Wholesale,P009,24,20136.3,248.4,22665.69
INV0005306,2025-02-25,CUST0068,Retail,P013,4,196518.59,2424.24,243490.21
INV0005442,2025-02-25,CUST0312,Retail,P006,3,2436.78,30.06,3142.37
INV0004326,2025-02-25,CUST0710,Retail,P023,3,71473.06,762.54,90735.99
INV0004440,2025-02-25,CUST0361,Wholesale,P006,15,16147.95,199.2,18314.33
INV0003677,2025-02-25,CUST0532,Retail,P004,2,8607.38,106.18,11234.85
INV0004314,2025-02-26,CUST0156,Retail,P019,4,3177.15,29.16,4080.75
INV0004596,2025-02-26,CUST0087,Retail,P015,2,1937.23,17.78,2633.58
INV0003206,2025-02-26,CUST0746,Wholesale,P019,41,45029.23,413.28,53564.17
INV0003699,2025-02-26,CUST0685,Retail,P022,1,18167.28,166.74,25310.94
INV0004873,2025-02-26,CUST0466,Retail,P005,1,2671.48,28.35,3420.33
INV0004469,2025-02-26,CUST0417,Retail,P023,2,68598.54,629.6,89376.83
INV0004667,2025-02-26,CUST0720,Retail,P003,5,37348.85,396.35,44793.33
INV0004204,2025-02-27,CUST0357,Wholesale,P023,44,880801.56,9696.72,1069862.46
INV0003229,2025-02-27,CUST0210,Wholesale,P003,23,160956.87,2048.84,181794.32
INV0005076,2025-02-27,CUST0156,Retail,P012,5,75955.74,966.85,93993.19
INV0004337,2025-02-27,CUST0027,Retail,P014,3,27146.95,298.86,34141.57
INV0004225,2025-02-27,CUST0587,Retail,P014,1,10459.65,115.15,14405.7
INV0003760,2025-02-28,CUST0195,Retail,P019,1,839.38,8.41,1107.98
INV0003458,2025-02-28,CUST0727,Retail,P016,5,75075.2,752.2,101691.17
INV0003199,2025-02-28,CUST0636,Wholesale,P003,36,221783.7,2569.32,245760.95
INV0003173,2025-02-28,CUST0050,Retail,P004,4,18220.43,211.08,23866.72
INV0003116,2025-02-28,CUST0644,Wholesale,P019,43,71113.84,712.51,84726.72
INV0004878,2025-02-28,CUST0614,Wholesale,P016,21,224539.93,2249.73,273416.67
INV0004247,2025-02-28,CUST0193,Wholesale,P006,44,43639.94,505.56,50289.14
INV0003511,2025-03-01,CUST0756,Wholesale,P008,42,229018.85,2562.42,259244.41
INV0004631,2025-03-01,CUST0132,Retail,P003,2,13885.46,155.36,17219.0
INV0003467,2025-03-01,CUST0126,Wholesale,P010,33,27252.53,304.92,31344.12
INV0004846,2025-03-01,CUST0261,Retail,P009,4,3342.66,37.4,4037.24
INV0004900,2025-03-01,CUST0747,Retail,P021,3,540993.24,5235.03,689863.3
INV0004818,2025-03-01,CUST0074,Wholesale,P018,28,16782.58,162.4,19791.43
INV0004894,2025-03-01,CUST0603,Wholesale,P006,35,15672.08,175.35,17493.93
INV0005403,2025-03-01,CUST0444,Retail,P023,2,46344.3,448.46,64016.65
INV0005298,2025-03-01,CUST0066,Retail,P014,2,18588.98,179.88,24526.78
INV0003766,2025-03-02,CUST0012,Retail,P008,3,30298.68,318.21,39672.09
INV0003110,2025-03-02,CUST0365,Retail,P014,2,19264.16,174.98,25834.39
INV0003461,2025-03-02,CUST0214,Wholesale,P007,14,86499.93,908.46,98593.48
INV0004513,2025-03-02,CUST0520,Retail,P003,1,8471.37,88.97,10341.11
INV0004576,2025-03-02,CUST0127,Wholesale,P008,12,117915.49,1238.4,130225.29
INV0003430,2025-03-02,CUST0082,Retail,P014,3,25395.27,230.67,33058.93
INV0004008,2025-03-02,CUST0265,Retail,P010,3,1256.85,13.2,1551.25
INV0003054,2025-03-02,CUST0306,Retail,P007,1,4784.6,50.25,5912.45
INV0004838,2025-03-02,CUST0659,Retail,P010,2,1769.11,18.58,2283.02
INV0004986,2025-03-02,CUST0291,Retail,P004,3,5912.91,62.1,7192.13
INV0004120,2025-03-02,CUST0786,Wholesale,P016,30,417309.41,3790.5,470974.24
INV0003853,2025-03-02,CUST0381,Wholesale,P014,9,93376.9,848.16,107805.96
INV0004961,2025-03-02,CUST0285,Retail,P013,1,88198.58,926.3,110760.36
INV0005245,2025-03-03,CUST0090,Retail,P016,5,54565.17,444.8,69009.71
INV0003582,2025-03-03,CUST0520,Retail,P018,3,5144.93,41.94,7056.3
INV0003669,2025-03-03,CUST0605,Retail,P002,5,44990.01,424.05,54214.94
INV0003126,2025-03-03,CUST0133,Wholesale,P014,31,352602.89,2874.32,425022.72
INV0004292,2025-03-03,CUST0729,Wholesale,P003,26,188157.01,1773.46,218276.2
INV0005198,2025-03-03,CUST0469,Retail,P002,1,5935.01,55.94,6865.23
INV0003179,2025-03-03,CUST0079,Retail,P018,2,2360.24,19.24,3207.88
INV0003934,2025-03-04,CUST0661,Retail,P006,5,1806.73,19.55,2127.16
INV0005347,2025-03-04,CUST0145,Retail,P001,1,153161.04,1657.3,187920.34
INV0003497,2025-03-04,CUST0762,Retail,P019,1,784.32,7.34,1027.02
INV0003501,2025-03-04,CUST0585,Wholesale,P007,12,152519.67,1650.36,171600.47
INV0004391,2025-03-04,CUST0176,Wholesale,P005,41,218893.77,2368.57,257540.75
INV0003937,2025-03-05,CUST0595,Retail,P010,4,2252.28,23.52,2896.97
INV0004190,2025-03-05,CUST0586,Wholesale,P016,31,304865.55,2753.42,356806.8
INV0004348,2025-03-05,CUST0084,Wholesale,P014,32,435024.27,3928.96,521375.65
INV0004662,2025-03-05,CUST0496,Retail,P014,5,51784.91,467.7,68632.89
INV0003371,2025-03-05,CUST0323,Retail,P006,2,1859.66,19.42,2187.15
INV0004525,2025-03-06,CUST0457,Retail,P018,4,4399.94,40.6,5549.93
INV0004128,2025-03-06,CUST0149,Wholesale,P022,23,252548.1,2330.36,314247.23
INV0003698,2025-03-06,CUST0299,Retail,P015,5,9650.62,89.05,12046.07
INV0003786,2025-03-06,CUST0378,Wholesale,P003,30,259898.37,2772.9,292631.26
INV0003306,2025-03-06,CUST0638,Retail,P009,5,4128.72,44.05,5399.13
INV0003111,2025-03-07,CUST0074,Wholesale,P015,35,37788.5,348.6,45712.5
INV0004719,2025-03-07,CUST0641,Wholesale,P010,17,16734.73,178.5,19127.66
INV0005084,2025-03-07,CUST0133,Wholesale,P006,18,13331.53,142.2,15388.09
INV0004437,2025-03-07,CUST0293,Retail,P009,2,1134.4,12.1,1487.2
INV0004842,2025-03-08,CUST0008,Retail,P023,5,165939.59,1434.35,218931.92
INV0003455,2025-03-08,CUST0644,Wholesale,P022,18,1428391.26,12346.74,1730386.5
INV0003129,2025-03-08,CUST0024,Retail,P023,5,134246.39,1160.4,187707.21
INV0004287,2025-03-08,CUST0623,Retail,P019,1,2030.36,17.55,2660.89
INV0004023,2025-03-08,CUST0381,Wholesale,P015,31,43825.59,378.82,52167.43
INV0003394,2025-03-08,CUST0238,Retail,P008,1,7157.01,71.53,8718.53
INV0005104,2025-03-09,CUST0550,Retail,P008,1,5042.53,52.87,6121.26
INV0004334,2025-03-09,CUST0040,Retail,P015,4,9356.03,84.84,12104.49
INV0003872,2025-03-09,CUST0211,Wholesale,P005,13,54530.27,571.74,61456.65
INV0004785,2025-03-09,CUST0391,Wholesale,P010,31,20548.76,215.45,22686.42
INV0003954,2025-03-09,CUST0290,Retail,P004,3,14835.74,155.55,18733.56
INV0004633,2025-03-09,CUST0327,Retail,P018,5,2828.64,25.65,3743.83
INV0005239,2025-03-10,CUST0781,Wholesale,P002,15,100868.95,1028.1,114044.47
INV0005250,2025-03-10,CUST0249,Retail,P011,4,41607.34,424.08,51754.22
INV0003852,2025-03-10,CUST0383,Retail,P003,5,35663.71,363.5,45014.63
INV0004503,2025-03-11,CUST0599,Retail,P007,2,20731.46,216.82,25784.72
INV0003400,2025-03-11,CUST0758,Retail,P014,3,37972.67,343.47,52567.76
INV0005054,2025-03-11,CUST0323,Retail,P003,1,7615.81,79.65,9084.95
INV0004137,2025-03-11,CUST0353,Retail,P017,3,26825.31,242.64,35649.69
INV0004253,2025-03-12,CUST0530,Wholesale,P008,44,481831.25,5089.48,538502.99
INV0004664,2025-03-12,CUST0591,Retail,P018,1,918.41,8.39,1241.22
INV0003676,2025-03-12,CUST0328,Retail,P007,1,4799.87,50.7,6063.79
INV0003414,2025-03-13,CUST0074,Wholesale,P009,20,26807.28,296.2,30948.17
INV0004136,2025-03-13,CUST0457,Retail,P002,3,18628.44,205.83,23665.47
INV0004340,2025-03-13,CUST0228,Retail,P005,2,9160.81,101.22,11700.81
INV0003891,2025-03-13,CUST0504,Wholesale,P017,28,85470.05,816.76,100355.09
INV0004765,2025-03-13,CUST0427,Retail,P013,5,513252.71,5671.05,653865.33
INV0003353,2025-03-13,CUST0661,Retail,P021,4,341541.17,3263.8,455932.03
INV0005011,2025-03-13,CUST0591,Retail,P004,2,4246.45,46.92,5142.81
INV0005172,2025-03-14,CUST0090,Retail,P014,2,22518.47,206.36,29696.39
INV0004691,2025-03-14,CUST0698,Wholesale,P009,25,25316.36,268.25,27391.01
INV0003673,2025-03-14,CUST0555,Retail,P017,4,17258.78,158.16,23161.85
INV0003491,2025-03-14,CUST0368,Retail,P003,4,31011.95,328.6,36999.17
INV0003970,2025-03-14,CUST0146,Retail,P009,2,2285.79,24.22,2841.87
INV0003735,2025-03-14,CUST0104,Retail,P006,1,400.15,4.24,504.47
INV0004153,2025-03-15,CUST0520,Retail,P016,3,18732.94,153.33,24022.48
INV0003901,2025-03-15,CUST0061,Retail,P010,2,1008.03,9.54,1237.3
INV0003670,2025-03-15,CUST0091,Retail,P010,4,2134.41,20.2,2641.35
INV0004701,2025-03-16,CUST0267,Wholesale,P006,34,28369.49,311.78,31904.76
INV0005405,2025-03-16,CUST0586,Wholesale,P009,24,19435.89,213.6,22110.38
INV0005377,2025-03-16,CUST0672,Retail,P014,1,9355.23,88.92,12847.62
INV0004344,2025-03-16,CUST0366,Retail,P018,5,2240.96,21.3,2960.71
INV0004965,2025-03-16,CUST0427,Retail,P011,1,5101.01,56.06,6565.74
INV0003075,2025-03-16,CUST0423,Wholesale,P014,26,341000.82,3241.16,406879.78
INV0005012,2025-03-16,CUST0017,Wholesale,P016,17,99247.28,943.33,120136.07
INV0003005,2025-03-17,CUST0272,Wholesale,P014,10,125191.19,1092.7,153187.74
INV0004614,2025-03-17,CUST0295,Retail,P003,3,21750.81,219.51,27248.27
INV0004504,2025-03-17,CUST0604,Retail,P001,5,1034067.5,10435.85,1299108.02
INV0005260,2025-03-17,CUST0073,Retail,P019,1,1594.82,13.92,2155.37
INV0004688,2025-03-17,CUST0595,Retail,P001,5,1506533.95,15204.0,1784434.02
INV0004297,2025-03-17,CUST0653,Retail,P004,5,14996.97,151.35,19198.71
INV0004047,2025-03-17,CUST0371,Retail,P008,5,46799.26,472.3,53026.92
INV0004802,2025-03-18,CUST0245,Retail,P002,5,26434.92,279.25,31968.64
INV0003614,2025-03-18,CUST0357,Wholesale,P018,41,36619.35,334.56,43602.16
INV0004638,2025-03-18,CUST0223,Retail,P015,2,2804.24,25.62,3847.16
INV0004394,2025-03-19,CUST0276,Retail,P002,5,36815.67,435.05,44038.71
INV0004140,2025-03-19,CUST0519,Retail,P014,4,38559.35,394.08,49734.53
INV0004272,2025-03-19,CUST0746,Wholesale,P023,17,674820.89,6896.73,840362.7
INV0004968,2025-03-19,CUST0094,Retail,P016,3,41409.62,423.21,56209.32
INV0003363,2025-03-19,CUST0094,Retail,P016,4,53498.55,546.76,68116.62
INV0004619,2025-03-19,CUST0155,Retail,P008,4,40599.21,479.76,51677.18
INV0005380,2025-03-19,CUST0372,Wholesale,P006,36,26991.67,318.96,30466.42
INV0003939,2025-03-20,CUST0708,Retail,P005,4,18232.17,175.04,21822.96
INV0004164,2025-03-20,CUST0550,Retail,P009,5,5765.26,55.35,7115.49
INV0003392,2025-03-20,CUST0357,Wholesale,P019,11,8094.44,67.21,9674.61
INV0004977,2025-03-20,CUST0517,Wholesale,P004,40,96535.49,926.8,106877.11
INV0003580,2025-03-20,CUST0275,Retail,P011,1,8540.08,81.99,10308.7
INV0004295,2025-03-21,CUST0116,Retail,P009,2,2716.55,27.54,3277.68
INV0005388,2025-03-21,CUST0301,Retail,P023,4,164158.04,1439.32,214400.21
INV0005349,2025-03-22,CUST0595,Retail,P010,4,2273.58,24.64,2767.46
INV0005324,2025-03-22,CUST0260,Retail,P024,3,48730.43,456.75,64288.33
INV0003899,2025-03-22,CUST0258,Retail,P013,3,194812.03,2111.28,253560.31
INV0004910,2025-03-22,CUST0724,Retail,P013,4,477777.03,5177.92,569092.91
INV0005469,2025-03-22,CUST0791,Wholesale,P019,9,4762.62,44.64,5631.06
INV0005022,2025-03-23,CUST0676,Wholesale,P010,32,12490.54,142.08,13927.31
INV0004683,2025-03-24,CUST0583,Retail,P022,3,107130.77,981.75,141846.74
INV0005034,2025-03-24,CUST0290,Retail,P014,3,36200.22,331.74,48204.16
INV0003432,2025-03-24,CUST0720,Retail,P024,3,144175.59,1321.23,185094.19
INV0003684,2025-03-24,CUST0153,Retail,P006,2,2727.47,28.9,3298.95
INV0005474,2025-03-24,CUST0611,Wholesale,P016,9,60399.17,553.5,72813.39
INV0004502,2025-03-24,CUST0604,Retail,P012,2,69387.12,735.22,83030.71
INV0003063,2025-03-25,CUST0355,Wholesale,P014,31,290567.68,2719.01,333725.5
INV0005024,2025-03-25,CUST0656,Retail,P017,2,7322.41,68.52,10104.1
INV0003435,2025-03-25,CUST0631,Retail,P016,3,31873.63,298.26,41799.77
INV0004205,2025-03-25,CUST0158,Retail,P003,1,9215.6,99.71,11572.97
INV0003453,2025-03-25,CUST0626,Retail,P015,3,3821.5,35.76,4913.44
INV0005331,2025-03-26,CUST0522,Retail,P006,3,4125.96,43.38,5127.15
INV0003328,2025-03-26,CUST0469,Retail,P012,4,121640.64,1278.92,147665.37
INV0004074,2025-03-26,CUST0052,Retail,P014,4,47556.83,432.44,60057.64
INV0003927,2025-03-26,CUST0494,Retail,P014,2,19141.94,174.06,26241.62
INV0003452,2025-03-26,CUST0284,Wholesale,P015,34,55076.8,500.82,64811.93
INV0004056,2025-03-26,CUST0716,Retail,P002,1,6625.5,69.66,8466.81
INV0005039,2025-03-26,CUST0334,Retail,P017,4,27985.99,254.48,38414.9
INV0004537,2025-03-27,CUST0772,Retail,P010,3,2279.42,24.0,2712.36
INV0005443,2025-03-27,CUST0408,Retail,P004,2,7977.98,84.0,10487.14
INV0005098,2025-03-27,CUST0356,Retail,P006,2,2511.17,26.44,3071.73
INV0003466,2025-03-27,CUST0550,Retail,P016,3,34730.41,316.26,44186.29
INV0003235,2025-03-27,CUST0229,Retail,P009,3,1527.21,16.08,1861.19
INV0005399,2025-03-27,CUST0044,Retail,P009,3,3547.35,37.35,4131.64
INV0003070,2025-03-28,CUST0796,Retail,P015,3,7292.04,64.17,9572.33
INV0004484,2025-03-28,CUST0125,Retail,P014,3,34309.06,301.92,45911.91
INV0003714,2025-03-28,CUST0301,Retail,P015,1,2379.54,20.94,3016.93
INV0004839,2025-03-28,CUST0720,Retail,P002,4,27931.18,284.2,35029.36
INV0004467,2025-03-28,CUST0576,Retail,P004,2,6968.05,70.9,9108.71
INV0004994,2025-03-28,CUST0720,Retail,P015,3,4517.04,39.75,5878.34
INV0003427,2025-03-28,CUST0474,Retail,P014,5,61414.71,540.45,81771.13
INV0003167,2025-03-28,CUST0293,Retail,P021,4,693694.76,6104.52,888406.61
INV0004285,2025-03-28,CUST0281,Retail,P014,4,34840.87,306.6,46404.81
INV0004483,2025-03-28,CUST0127,Wholesale,P014,21,283523.58,2495.01,343017.77
INV0005301,2025-03-28,CUST0796,Retail,P018,1,665.91,5.86,855.54
INV0004880,2025-03-29,CUST0121,Retail,P018,4,2983.41,27.64,3668.1
INV0004546,2025-03-29,CUST0361,Wholesale,P018,42,68318.44,632.94,80742.17
INV0004149,2025-03-29,CUST0484,Retail,P017,2,16771.45,155.38,22365.75
INV0004478,2025-03-29,CUST0153,Retail,P009,3,1498.3,16.05,1761.25
INV0003904,2025-03-29,CUST0227,Wholesale,P006,18,15307.86,163.98,16398.73
INV0003719,2025-03-29,CUST0656,Retail,P010,1,670.27,7.18,777.77
INV0003941,2025-03-30,CUST0375,Retail,P017,5,16871.56,158.0,21542.56
INV0004559,2025-03-30,CUST0465,Retail,P022,4,263042.51,2463.36,335049.08
INV0003950,2025-03-30,CUST0230,Retail,P006,2,1954.17,21.16,2211.23
INV0003529,2025-03-31,CUST0651,Retail,P023,5,102554.07,994.7,129273.06
INV0003468,2025-03-31,CUST0720,Retail,P015,1,1985.72,19.26,2525.8
INV0003496,2025-03-31,CUST0354,Retail,P005,4,10949.83,122.8,14391.31
INV0004548,2025-03-31,CUST0685,Retail,P015,5,6608.74,64.1,8759.59
INV0004346,2025-03-31,CUST0128,Wholesale,P009,11,14418.47,161.7,16297.32
INV0004893,2025-04-01,CUST0117,Wholesale,P015,30,52567.95,417.9,62231.34
INV0004261,2025-04-01,CUST0339,Retail,P003,4,20988.15,192.92,26093.69
INV0004837,2025-04-01,CUST0050,Retail,P009,2,2456.52,22.58,3037.1
INV0004049,2025-04-02,CUST0104,Retail,P019,3,3346.18,28.59,4508.13
INV0004088,2025-04-02,CUST0417,Retail,P014,2,23237.17,198.54,29260.73
